1086,GLIDER,1,1,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,2,2,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,3,3,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,4,4,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,1,5,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,2,6,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,3,7,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,4,8,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,5,9,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,6,10,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,7,11,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,8,12,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,9,13,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,10,14,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,11,15,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,12,16,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,13,17,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,14,18,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,15,19,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,16,20,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,17,21,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,18,22,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,19,23,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,20,24,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,21,25,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,22,26,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,23,27,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,24,28,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,25,29,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,26,30,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,27,31,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,28,32,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,29,33,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,30,34,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,31,35,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,32,36,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,33,37,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,34,38,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,35,39,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,36,40,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,37,41,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,38,42,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,CONTAINER,39,43,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
