1086,CONTAINER,1,1,110.00,101.00,22.22,19.20,0.00,32.25,-98.20
1086,CONTAINER,2,2,110.00,101.00,22.22,19.20,0.00,32.25,-98.20
1086,CONTAINER,3,3,110.00,101.00,22.22,19.20,1.00,32.25,-98.20
1086,GLIDER,1,4,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,2,5,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,3,6,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,4,7,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,5,8,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,6,9,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,7,10,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,8,11,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,9,12,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,10,13,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,11,14,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,12,15,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,13,16,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,14,17,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,15,18,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,16,19,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,17,20,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,18,21,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,19,22,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,20,23,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,21,24,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,22,25,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,23,26,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
1086,GLIDER,24,27,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00,-1.00
