1086,1,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,2,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,3,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,4,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,5,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,6,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,7,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,8,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,9,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,10,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,11,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,12,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,13,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,14,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,15,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,16,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,17,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,18,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,19,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,20,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,21,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,22,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,23,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,24,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,25,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,26,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,27,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
1086,28,110.00,22.22,19.20,7.50,79.12,33.12,500.11,6.00,21.00,30.00,6.00,70,33,12,12.44,45.44,
