1086,GLIDER,1,1,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,2,2,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,3,3,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,4,4,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,5,5,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,6,6,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,7,7,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,8,8,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,9,9,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,10,10,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,11,11,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,12,12,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,13,13,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,14,14,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,15,15,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,16,16,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,17,17,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,18,18,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,19,19,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,20,20,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
1086,GLIDER,21,21,110.00,101.00,22.22,19.20,7.50,25.00,5.00,1.00
